Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
Panobinostat	ENSG00000256525	0.000251692462292884	0.45208152223961245	-0.23796735843269923	0.0
Panobinostat	ENSG00000082512	0.00025040699819321385	0.4519666705246442	-0.10976357314577287	0.0
Panobinostat	ENSG00000134247	0.00024902791266511777	0.451843454062955	0.12910487871440554	0.0
Panobinostat	ENSG00000160049	0.0002473823447160676	0.4516964283303081	-0.10886753238465108	0.0
Panobinostat	ENSG00000137673	0.0002470453826357664	0.4516663219486427	0.21031698428341658	0.0
Panobinostat	ENSG00000135046	0.00024682030688602096	0.4516462122187306	0.23152027186214888	0.0
Panobinostat	ENSG00000161011	0.00024394353795918522	0.4513891829909992	0.24396159074244403	0.0
Panobinostat	ENSG00000004700	0.00024372226510364887	0.45136941303636513	-0.062071853271308396	0.0
Panobinostat	ENSG00000170345	0.00024361734546413008	0.4513600388340551	0.11516792011090968	0.0
Panobinostat	ENSG00000101294	0.00024061561292664587	0.45109184454539725	0.09890635056353075	0.0
Panobinostat	ENSG00000002016	0.0002396485115037583	0.4510054374205344	-0.1939209877656265	0.0
Panobinostat	ENSG00000164305	0.00023680009316360157	0.4507509412184249	-0.19341081272755817	0.0
Panobinostat	ENSG00000133135	0.00023415979862285584	0.4505150401488393	0.11499484034156501	0.0
Panobinostat	ENSG00000158014	0.00023408709115788052	0.45050854399150164	0.06859812037009992	0.0
Panobinostat	ENSG00000104613	0.0002338079555969486	0.4504836042068045	-0.2457810220316777	0.0
Panobinostat	ENSG00000175899	0.00023372954973644778	0.45047659891778524	0.0550342440385821	0.0
Panobinostat	ENSG00000172534	0.00023084745385904402	0.4502190937456783	-0.19298806314415634	0.0
Panobinostat	ENSG00000164880	0.00022792059811033822	0.4499575894358419	-0.11313097309301598	0.0
Panobinostat	ENSG00000164754	0.000227854314216528	0.4499516672020893	-0.16742818320886838	0.0
Panobinostat	ENSG00000106511	0.00022704583123303463	0.4498794320792253	-0.06780787229003268	0.0
Panobinostat	ENSG00000151503	0.00022590904194533153	0.4497778639379728	-0.1568847555037075	0.0
Panobinostat	ENSG00000102786	0.00022583915061012136	0.4497716193919661	-0.1701628942390456	0.0
Panobinostat	ENSG00000143493	0.0002254987354765567	0.44974120449208593	-0.17774969331025792	0.0
Panobinostat	ENSG00000164941	0.00022437418743899174	0.44964073006365834	-0.16329117352096953	0.0
Panobinostat	ENSG00000103194	0.00022399700268804424	0.44960702992725055	-0.10340319285504969	0.0
Panobinostat	ENSG00000163932	0.0002221814804683165	0.4494448193757833	-0.07536281919979848	0.0
Panobinostat	ENSG00000185085	0.00022080209828777235	0.4493215764092369	-0.13037751654668198	0.0
Panobinostat	ENSG00000110330	0.0002190786134397337	0.4491675890745694	0.13433455630189262	0.0
Panobinostat	ENSG00000111581	0.0002184508533131734	0.44911150090599067	-0.1709252170162272	0.0
Panobinostat	ENSG00000116670	0.00021577738708372052	0.4488726360622029	-0.06433308792582762	0.0
Panobinostat	ENSG00000181449	0.00021248797832840356	0.4485787389110675	0.014148763196670211	0.0
Panobinostat	ENSG00000184900	0.0002119054386954166	0.4485266910352048	-0.02183645073941018	0.0
Panobinostat	ENSG00000083642	0.00020982615726213943	0.4483409145218235	-0.22215882736041873	0.0
Panobinostat	ENSG00000156831	0.00020696467127518262	0.4480852507712418	-0.1060435563959005	0.0
Panobinostat	ENSG00000114573	0.00020644249461369209	0.4480385961154611	-0.04286920192197199	0.0
Panobinostat	ENSG00000121892	0.00020447917176264857	0.44786318009525744	-0.16557812411101616	0.0
Panobinostat	ENSG00000127054	0.00020234986558645575	0.4476729340463082	-0.1284574084572476	0.0
Panobinostat	ENSG00000131323	0.00019926039490866814	0.447396900662117	-0.015977986734544508	0.0
Panobinostat	ENSG00000159216	0.0001983709472452414	0.44731743162867976	-0.025405512755929043	0.0
Panobinostat	ENSG00000172732	0.00019780050108967286	0.44726646426266703	0.01858503622451095	0.0
Panobinostat	ENSG00000169375	0.00019590692098815166	0.4470972795128592	-0.16860448673177197	0.0
Panobinostat	ENSG00000166226	0.00019584166826074225	0.4470914494102129	-0.14161462800671665	0.0
Panobinostat	ENSG00000136238	0.00019502458520861325	0.4470184459013381	0.12998872567153028	0.0
Panobinostat	ENSG00000137076	0.00019439031990978065	0.4469617765184012	0.019236246007413093	0.0
Panobinostat	ENSG00000080503	0.00019377861556672067	0.44690712287784284	-0.10196209434040303	0.0
Panobinostat	ENSG00000127922	0.0001920627077957396	0.4467538125284716	-0.01822236992000972	0.0
Panobinostat	ENSG00000173334	0.00018713400137783146	0.4463134498728228	-0.01414613180052996	0.0
Panobinostat	ENSG00000066427	0.0001857725906463733	0.4461918125923073	-0.12827924139344835	0.0
Panobinostat	ENSG00000173226	0.00018554366537906726	0.44617135892148413	-0.23653378795146354	0.0
Panobinostat	ENSG00000169564	0.0001829487793308672	0.4459395149416642	-0.15180714719273944	0.0
Panobinostat	ENSG00000117601	0.00018289626729201376	0.44593482317491606	-0.08423552740340016	0.0
Panobinostat	ENSG00000101972	0.0001818689262044221	0.4458430338470013	-0.13944809964035082	0.0
Panobinostat	ENSG00000104147	0.0001801699564351861	0.44569123684876066	-0.13382255330534773	0.0
Panobinostat	ENSG00000095303	0.00017983863257912296	0.44566163422268296	-0.04611909639509435	0.0
Panobinostat	ENSG00000087095	0.0001792986662640661	0.44561339012366435	-0.18170097581593814	0.0
Panobinostat	ENSG00000118007	0.0001785453762771243	0.4455460863017288	-0.15807624908367193	0.0
Panobinostat	ENSG00000112592	0.00017816744502411762	0.44551231946797665	-0.16465896274254388	0.0
Panobinostat	ENSG00000134452	0.00017434803410066698	0.4451710684794508	-0.21999927616286766	0.0
Panobinostat	ENSG00000172354	0.00017230469477098239	0.4449885032671383	0.12725165524061985	0.0
Panobinostat	ENSG00000214063	0.00017100004185388552	0.4448719370985417	0.23456130188330127	0.0
Panobinostat	ENSG00000184436	0.00016760232421817394	0.4445683629282948	-0.16185078370873385	0.0
Panobinostat	ENSG00000129219	0.0001667522574664385	0.4444924124413856	0.14543399584823385	0.0
Panobinostat	ENSG00000089159	0.00016584462629617335	0.44441131877529993	0.18500536993304253	0.0
Panobinostat	ENSG00000141027	0.00016335533696333013	0.4441889094921448	-0.13527090828486207	0.0
Panobinostat	ENSG00000120253	0.00016096978694478292	0.44397576895337515	-0.20221461602469143	0.0
Panobinostat	ENSG00000141252	0.0001577465152330595	0.44368778091543987	-0.02747751560889259	0.0
Panobinostat	ENSG00000198554	0.00015721337475746973	0.4436401466812701	-0.1903501910353637	0.0
Panobinostat	ENSG00000149136	0.00015508440245170135	0.4434499304624739	-0.150702554672156	0.0
Panobinostat	ENSG00000112983	0.000154755163951819	0.443420514155667	-0.04941244007612278	0.0
Panobinostat	ENSG00000114450	0.00015449886863872454	0.4433976150671163	-0.06457868319205788	0.0
Panobinostat	ENSG00000067369	0.00015092089054896985	0.4430779352566628	-0.04041145480794736	0.0
Panobinostat	ENSG00000148484	0.00015053454889788124	0.44304341698329935	-0.013772222631700502	0.0
Panobinostat	ENSG00000177302	0.00015019144151220222	0.44301276154012237	-0.16143732835268715	0.0
Panobinostat	ENSG00000128573	0.00015015816588945813	0.44300978847977807	-0.10621008414202124	0.0
Panobinostat	ENSG00000150961	0.0001494049263320131	0.44294248916354145	0.010677554431333086	0.0
Panobinostat	ENSG00000108469	0.0001482232019583119	0.44283690622974015	-0.10551376798395991	0.0
Panobinostat	ENSG00000156113	0.00014598953502631003	0.4426373359127828	0.10809643878602575	0.0
Panobinostat	ENSG00000104472	0.0001457891507213201	0.4426194322769779	-0.08121817506456908	0.0
Panobinostat	ENSG00000163029	0.00014539117562210283	0.44258387459577037	-0.2171852043532889	0.0
Panobinostat	ENSG00000100038	0.00014527594125151422	0.4425735788083666	-0.16691605847028293	0.0
Panobinostat	ENSG00000168496	0.00014474158391303852	0.4425258358517601	-0.1452465634041973	0.0
Panobinostat	ENSG00000140451	0.00014470883740513562	0.4425229100659736	-0.14254641534626314	0.0
Panobinostat	ENSG00000103510	0.00014419793607005859	0.44247726282111605	-0.21275092114882244	0.0
Panobinostat	ENSG00000067596	0.00014334606908806516	0.4424011514899385	-0.20221153922593219	0.0
Panobinostat	ENSG00000153922	0.00014320530948263479	0.4423885751122037	-0.16920695354784893	0.0
Panobinostat	ENSG00000105810	0.0001416875653805398	0.44225296999257935	-0.05240189476397284	0.0
Panobinostat	ENSG00000122565	0.00014150582597303096	0.44223673221306065	-0.19772426191656614	0.0
Panobinostat	ENSG00000196263	0.00014112515618482224	0.44220272070077987	0.05327782078143278	0.0
Panobinostat	ENSG00000153207	0.00013913894671177144	0.4420252598410602	-0.11767764040793652	0.0
Panobinostat	ENSG00000126016	0.0001383168110735299	0.4419518049013129	0.12137232478509977	0.0
Panobinostat	ENSG00000116478	0.00013768722559337585	0.4418955536437839	-0.1054295857339121	0.0
Panobinostat	ENSG00000035687	0.0001368102825944891	0.4418172018583257	-0.020011626991693916	0.0
Panobinostat	ENSG00000062822	0.00013560242241660508	0.4417092837819614	-0.21421461850291218	0.0
Panobinostat	ENSG00000171159	0.00013516753727445442	0.4416704283176951	0.005516347241377918	0.0
Panobinostat	ENSG00000074266	0.0001350811515466755	0.4416627100554841	-0.12094190264733184	0.0
Panobinostat	ENSG00000179218	0.00013436460158485505	0.4415986888261112	0.025817355396037987	0.0
Panobinostat	ENSG00000124610	0.00013371455899588894	0.4415406097975608	-0.07759947371008026	0.0
Panobinostat	ENSG00000177156	0.0001334211724257694	0.44151439673510695	0.0026687159798540806	0.0
Panobinostat	ENSG00000123374	0.0001332497120642639	0.4414990773523462	-0.20959009897036057	0.0
Panobinostat	ENSG00000130340	0.00013285917313494766	0.44146418406687415	0.17392390223631798	0.0
Panobinostat	ENSG00000111640	0.00013264820060546295	0.4414453344102959	0.054273278249617724	0.0
Panobinostat	ENSG00000130202	0.00013178075804926297	0.44136783145611647	0.15523052078029712	0.0
Panobinostat	ENSG00000134077	0.00013167523360014486	0.4413584032161871	-0.07513678035283605	0.0
Panobinostat	ENSG00000189060	0.000131587233560349	0.4413505407208514	0.019909916672493734	0.0
Panobinostat	ENSG00000136305	0.00013027781816660647	0.44123354904164713	-0.09556851144112147	0.0
Panobinostat	ENSG00000169683	0.00013021477309916875	0.4412279161856869	-0.13629073645985035	0.0
Panobinostat	ENSG00000129472	0.00013017557575471783	0.44122441404024887	-0.05411659947313731	0.0
Panobinostat	ENSG00000068305	0.0001301178084382978	0.4412192527328567	-0.0299959326190865	0.0
Panobinostat	ENSG00000135945	0.0001297388341096016	0.4411853927039451	-0.06500696922307381	0.0
Panobinostat	ENSG00000109686	0.00012958578224406337	0.44117171805582334	0.18907922967838214	0.0
Panobinostat	ENSG00000146729	0.00012899837436177304	0.4411192352189364	-0.08228627300719846	0.0
Panobinostat	ENSG00000128059	0.00012787344083098933	0.4410187263480399	-0.18632971432098538	0.0
Panobinostat	ENSG00000122417	0.000127677281524044	0.4410012002010122	0.07920289367350082	0.0
Panobinostat	ENSG00000009413	0.00012706318588364223	0.4409463329064119	-0.17032957258373813	0.0
Panobinostat	ENSG00000124575	0.00012701269142465806	0.44094182140335847	-0.10807621906212068	0.0
Panobinostat	ENSG00000103274	0.00012695762283014523	0.4409369012173165	-0.04060136573802182	0.0
Panobinostat	ENSG00000141279	0.00012675077563806746	0.4409184201451865	-0.05581571018361774	0.0
Panobinostat	ENSG00000097033	0.0001245177676551998	0.4407189087030264	0.18629585083961658	0.0
Panobinostat	ENSG00000132383	0.00012441146046747255	0.44070941052814383	-0.12995239117209387	0.0
Panobinostat	ENSG00000159335	0.00012392761077623443	0.44066618025291493	0.09277953232325316	0.0
Panobinostat	ENSG00000254505	0.0001237517723403366	0.44065046970454147	-0.043517565430816	0.0
Panobinostat	ENSG00000100206	0.00012264468793961946	0.4405515555908998	-0.1617131579423733	0.0
Panobinostat	ENSG00000184357	0.00012223408653858905	0.44051486979384896	-0.175203346420861	0.0
Panobinostat	ENSG00000100968	0.00012211267235976572	0.44050402186222415	-0.10876839660711607	0.0
Panobinostat	ENSG00000196363	0.00012153891475675819	0.44045275862998107	-0.1987736071031571	0.0
Panobinostat	ENSG00000085999	0.00012089449532897971	0.44039518201118777	-0.17682407709924508	0.0
Panobinostat	ENSG00000178295	0.0001206251656834955	0.44037111835069065	-0.18321737712917913	0.0
Panobinostat	ENSG00000167325	0.00012053868366506796	0.44036339148524734	-0.17862348396376945	0.0
Panobinostat	ENSG00000104388	0.00012036832493700852	0.4403481705295766	0.05877204388625185	0.0
Panobinostat	ENSG00000187323	0.00012018459784833101	0.4403317551577073	-0.12015514795740301	0.0
Panobinostat	ENSG00000172009	0.00011999675481818439	0.44031497204088377	-0.12498784909739366	0.0
Panobinostat	ENSG00000182718	0.00011988152675479046	0.44030467681700575	0.1961368559257001	0.0
