	run_bootstrap_net_correlation
ENSG00000183779	0.9884974838245866
ENSG00000197498	0.9884076204169662
ENSG00000164941	0.9883177570093458
ENSG00000164442	0.9882278936017254
ENSG00000148965	0.988138030194105
ENSG00000136104	0.9880481667864845
ENSG00000027001	0.9879583033788641
ENSG00000198914	0.9878684399712437
ENSG00000101438	0.9877785765636233
ENSG00000104371	0.9876887131560029
ENSG00000102699	0.9875988497483824
ENSG00000165092	0.987508986340762
ENSG00000125454	0.9874191229331416
ENSG00000124383	0.9873292595255212
ENSG00000163634	0.9872393961179008
ENSG00000228405	0.9871495327102804
ENSG00000133030	0.98705966930266
ENSG00000169871	0.9869698058950396
ENSG00000168131	0.9868799424874192
ENSG00000165323	0.9867900790797987
ENSG00000265203	0.9867002156721782
ENSG00000105143	0.9866103522645578
ENSG00000157103	0.9865204888569374
ENSG00000197496	0.986430625449317
ENSG00000214042	0.9863407620416966
ENSG00000102743	0.9862508986340762
ENSG00000120694	0.9861610352264558
ENSG00000158092	0.9860711718188354
ENSG00000107937	0.985981308411215
ENSG00000162460	0.9858914450035945
ENSG00000164932	0.9858015815959741
ENSG00000165527	0.9857117181883537
ENSG00000165516	0.9856218547807333
ENSG00000183734	0.9855319913731129
ENSG00000177731	0.9854421279654925
ENSG00000179168	0.9853522645578721
ENSG00000187840	0.9852624011502517
ENSG00000278466	0.9851725377426312
ENSG00000173674	0.9850826743350107
ENSG00000108839	0.9849928109273903
ENSG00000140057	0.9849029475197699
ENSG00000121207	0.9848130841121495
ENSG00000214960	0.9847232207045291
ENSG00000129636	0.9846333572969087
ENSG00000165556	0.9845434938892883
ENSG00000186654	0.9844536304816679
ENSG00000146049	0.9843637670740475
ENSG00000167286	0.9842739036664271
ENSG00000113282	0.9841840402588066
ENSG00000087253	0.9840941768511862
ENSG00000138606	0.9840043134435658
ENSG00000168610	0.9839144500359454
ENSG00000164684	0.983824586628325
ENSG00000164219	0.9837347232207045
ENSG00000152413	0.9836448598130841
ENSG00000164023	0.9835549964054637
ENSG00000166747	0.9834651329978433
ENSG00000108830	0.9833752695902228
ENSG00000084234	0.9832854061826024
ENSG00000273703	0.983195542774982
ENSG00000089692	0.9831056793673616
ENSG00000198471	0.9830158159597412
ENSG00000084652	0.9829259525521208
ENSG00000136541	0.9828360891445004
ENSG00000186867	0.98274622573688
ENSG00000133318	0.9826563623292596
ENSG00000131183	0.982566498921639
ENSG00000164934	0.9824766355140186
ENSG00000234623	0.9823867721063982
ENSG00000185324	0.9822969086987778
ENSG00000102104	0.9822070452911574
ENSG00000117862	0.982117181883537
ENSG00000157450	0.9820273184759166
ENSG00000100528	0.9819374550682962
ENSG00000268089	0.9818475916606758
ENSG00000188089	0.9817577282530554
ENSG00000109943	0.9816678648454349
ENSG00000105447	0.9815780014378145
ENSG00000158417	0.9814881380301941
ENSG00000135824	0.9813982746225737
ENSG00000169689	0.9813084112149533
ENSG00000148584	0.9812185478073329
ENSG00000197273	0.9811286843997125
ENSG00000083635	0.981038820992092
ENSG00000115966	0.9809489575844716
ENSG00000274696	0.9808590941768511
ENSG00000111962	0.9807692307692307
ENSG00000278705	0.9806793673616103
ENSG00000140553	0.9805895039539899
ENSG00000095951	0.9804996405463695
ENSG00000228859	0.9804097771387491
ENSG00000167114	0.9803199137311287
ENSG00000135052	0.9802300503235083
ENSG00000151422	0.9801401869158879
ENSG00000167600	0.9800503235082675
ENSG00000164304	0.979960460100647
ENSG00000138385	0.9798705966930266
ENSG00000089195	0.9797807332854062
ENSG00000108100	0.9796908698777858
ENSG00000145782	0.9796010064701653
ENSG00000102924	0.9795111430625449
ENSG00000168447	0.9794212796549245
ENSG00000168970	0.9793314162473041
ENSG00000163581	0.9792415528396837
ENSG00000156575	0.9791516894320632
ENSG00000169621	0.9790618260244428
ENSG00000141499	0.9789719626168224
ENSG00000172164	0.978882099209202
ENSG00000104549	0.9787922358015816
ENSG00000184613	0.9787023723939612
ENSG00000119922	0.9786125089863408
ENSG00000125571	0.9785226455787204
ENSG00000196935	0.9784327821711
ENSG00000168575	0.9783429187634796
ENSG00000181036	0.978253055355859
ENSG00000197586	0.9781631919482386
ENSG00000123143	0.9780733285406182
ENSG00000134982	0.9779834651329978
ENSG00000169629	0.9778936017253774
ENSG00000104889	0.977803738317757
ENSG00000163586	0.9777138749101366
ENSG00000133475	0.9776240115025162
ENSG00000187553	0.9775341480948958
ENSG00000112599	0.9774442846872753
ENSG00000077157	0.9773544212796549
ENSG00000097033	0.9772645578720345
ENSG00000276870	0.9771746944644141
ENSG00000188342	0.9770848310567937
ENSG00000172201	0.9769949676491733
ENSG00000105880	0.9769051042415529
ENSG00000205339	0.9768152408339325
ENSG00000101844	0.976725377426312
ENSG00000162595	0.9766355140186916
ENSG00000145335	0.9765456506110711
ENSG00000187980	0.9764557872034507
ENSG00000171314	0.9763659237958303
ENSG00000104290	0.9762760603882099
ENSG00000203926	0.9761861969805895
ENSG00000154723	0.9760963335729691
ENSG00000150938	0.9760064701653487
ENSG00000196498	0.9759166067577283
ENSG00000089048	0.9758267433501079
ENSG00000123307	0.9757368799424874
ENSG00000183486	0.975647016534867
ENSG00000147669	0.9755571531272466
ENSG00000136111	0.9754672897196262
ENSG00000109705	0.9753774263120057
ENSG00000170365	0.9752875629043853
ENSG00000213809	0.9751976994967649
ENSG00000078081	0.9751078360891445
ENSG00000115263	0.9750179726815241
ENSG00000091542	0.9749281092739037
ENSG00000152520	0.9748382458662832
ENSG00000137878	0.9747483824586628
ENSG00000092929	0.9746585190510424
ENSG00000124067	0.974568655643422
ENSG00000114331	0.9744787922358016
ENSG00000163515	0.9743889288281812
ENSG00000144655	0.9742990654205608
ENSG00000073861	0.9742092020129404
ENSG00000166847	0.97411933860532
ENSG00000198026	0.9740294751976994
ENSG00000109158	0.973939611790079
ENSG00000197818	0.9738497483824586
ENSG00000091317	0.9737598849748382
ENSG00000101977	0.9736700215672178
ENSG00000169247	0.9735801581595974
ENSG00000124701	0.973490294751977
ENSG00000197694	0.9734004313443566
ENSG00000120885	0.9733105679367362
ENSG00000183036	0.9732207045291158
ENSG00000160703	0.9731308411214953
ENSG00000108771	0.9730409777138749
ENSG00000107185	0.9729511143062545
ENSG00000104969	0.9728612508986341
ENSG00000153993	0.9727713874910137
ENSG00000225691	0.9726815240833933
ENSG00000162365	0.9725916606757729
ENSG00000213023	0.9725017972681524
ENSG00000172809	0.972411933860532
ENSG00000197408	0.9723220704529115
ENSG00000233276	0.9722322070452911
ENSG00000167862	0.9721423436376707
ENSG00000173786	0.9720524802300503
ENSG00000205531	0.9719626168224299
ENSG00000106436	0.9718727534148095
ENSG00000134265	0.9717828900071891
ENSG00000196616	0.9716930265995687
ENSG00000165410	0.9716031631919483
ENSG00000142186	0.9715132997843278
ENSG00000275566	0.9714234363767074
ENSG00000186265	0.971333572969087
ENSG00000116903	0.9712437095614666
ENSG00000276920	0.9711538461538461
ENSG00000196954	0.9710639827462257
ENSG00000185591	0.9709741193386053
ENSG00000167588	0.9708842559309849
ENSG00000178462	0.9707943925233645
ENSG00000148459	0.9707045291157441
ENSG00000125820	0.9706146657081236
ENSG00000115415	0.9705248023005032
ENSG00000148688	0.9704349388928828
ENSG00000083520	0.9703450754852624
ENSG00000146038	0.970255212077642
ENSG00000087206	0.9701653486700216
ENSG00000137496	0.9700754852624012
ENSG00000129911	0.9699856218547808
ENSG00000105664	0.9698957584471604
ENSG00000275079	0.9698058950395398
ENSG00000110442	0.9697160316319194
ENSG00000111335	0.969626168224299
ENSG00000115234	0.9695363048166786
ENSG00000109861	0.9694464414090582
ENSG00000113460	0.9693565780014378
ENSG00000198821	0.9692667145938174
ENSG00000101361	0.969176851186197
ENSG00000072310	0.9690869877785766
ENSG00000163840	0.9689971243709562
ENSG00000113578	0.9689072609633357
ENSG00000213398	0.9688173975557153
ENSG00000112394	0.9687275341480949
ENSG00000138834	0.9686376707404745
ENSG00000276432	0.9685478073328541
ENSG00000113100	0.9684579439252337
ENSG00000186104	0.9683680805176133
ENSG00000070019	0.9682782171099928
ENSG00000116711	0.9681883537023724
ENSG00000187239	0.9680984902947519
ENSG00000101850	0.9680086268871315
ENSG00000165215	0.9679187634795111
ENSG00000066651	0.9678289000718907
ENSG00000137275	0.9677390366642703
ENSG00000158445	0.9676491732566499
ENSG00000078246	0.9675593098490295
ENSG00000154122	0.9674694464414091
ENSG00000102786	0.9673795830337887
ENSG00000261236	0.9672897196261683
ENSG00000186529	0.9671998562185478
ENSG00000131203	0.9671099928109274
ENSG00000113580	0.967020129403307
ENSG00000204671	0.9669302659956865
ENSG00000050748	0.9668404025880661
ENSG00000180398	0.9667505391804457
ENSG00000150656	0.9666606757728253
ENSG00000136100	0.9665708123652049
ENSG00000228083	0.9664809489575845
ENSG00000066136	0.966391085549964
ENSG00000241978	0.9663012221423436
ENSG00000233931	0.9662113587347232
ENSG00000231852	0.9661214953271028
ENSG00000141759	0.9660316319194824
ENSG00000150459	0.965941768511862
ENSG00000120688	0.9658519051042416
ENSG00000160654	0.9657620416966212
ENSG00000125870	0.9656721782890008
ENSG00000138613	0.9655823148813804
ENSG00000102931	0.9654924514737598
ENSG00000120210	0.9654025880661394
ENSG00000134470	0.965312724658519
ENSG00000213918	0.9652228612508986
ENSG00000160271	0.9651329978432782
ENSG00000161509	0.9650431344356578
ENSG00000182117	0.9649532710280374
ENSG00000121454	0.964863407620417
ENSG00000137965	0.9647735442127966
ENSG00000132478	0.9646836808051761
ENSG00000282811	0.9645938173975557
ENSG00000048545	0.9645039539899353
ENSG00000185737	0.9644140905823149
ENSG00000143167	0.9643242271746945
ENSG00000137364	0.964234363767074
ENSG00000274267	0.9641445003594536
ENSG00000130222	0.9640546369518332
ENSG00000198162	0.9639647735442128
ENSG00000108654	0.9638749101365924
ENSG00000104907	0.9637850467289719
ENSG00000158019	0.9636951833213515
ENSG00000135951	0.9636053199137311
ENSG00000095139	0.9635154565061107
ENSG00000198874	0.9634255930984903
ENSG00000147202	0.9633357296908699
ENSG00000165269	0.9632458662832495
ENSG00000164615	0.9631560028756291
ENSG00000136108	0.9630661394680087
ENSG00000060642	0.9629762760603882
ENSG00000110218	0.9628864126527678
ENSG00000132386	0.9627965492451473
ENSG00000137563	0.9627066858375269
ENSG00000226600	0.9626168224299065
ENSG00000136881	0.9625269590222861
ENSG00000179431	0.9624370956146657
ENSG00000136146	0.9623472322070453
ENSG00000159461	0.9622573687994249
ENSG00000139547	0.9621675053918045
ENSG00000126952	0.962077641984184
ENSG00000164708	0.9619877785765636
ENSG00000171502	0.9618979151689432
ENSG00000078579	0.9618080517613228
ENSG00000065559	0.9617181883537024
ENSG00000114790	0.961628324946082
ENSG00000184113	0.9615384615384616
ENSG00000124193	0.9614485981308412
ENSG00000138308	0.9613587347232208
ENSG00000142166	0.9612688713156002
ENSG00000159166	0.9611790079079798
ENSG00000007062	0.9610891445003594
ENSG00000101017	0.960999281092739
ENSG00000040199	0.9609094176851186
ENSG00000164649	0.9608195542774982
ENSG00000198700	0.9607296908698778
ENSG00000175130	0.9606398274622574
ENSG00000150361	0.960549964054637
ENSG00000011677	0.9604601006470166
ENSG00000121068	0.9603702372393961
ENSG00000147853	0.9602803738317757
ENSG00000152348	0.9601905104241553
ENSG00000087085	0.9601006470165349
ENSG00000139921	0.9600107836089145
ENSG00000112851	0.959920920201294
ENSG00000103855	0.9598310567936736
ENSG00000186442	0.9597411933860532
ENSG00000179094	0.9596513299784328
ENSG00000121542	0.9595614665708123
ENSG00000157184	0.9594716031631919
ENSG00000049656	0.9593817397555715
ENSG00000197891	0.9592918763479511
ENSG00000069966	0.9592020129403307
ENSG00000140299	0.9591121495327103
ENSG00000107175	0.9590222861250899
ENSG00000181744	0.9589324227174695
ENSG00000134184	0.9588425593098491
ENSG00000080493	0.9587526959022286
ENSG00000164438	0.9586628324946082
ENSG00000031003	0.9585729690869877
ENSG00000095596	0.9584831056793673
ENSG00000040608	0.9583932422717469
ENSG00000072415	0.9583033788641265
ENSG00000092529	0.9582135154565061
ENSG00000109320	0.9581236520488857
ENSG00000127603	0.9580337886412653
ENSG00000114541	0.9579439252336449
ENSG00000131015	0.9578540618260244
ENSG00000125657	0.957764198418404
ENSG00000109458	0.9576743350107836
ENSG00000204103	0.9575844716031632
ENSG00000094963	0.9574946081955428
ENSG00000185008	0.9574047447879224
ENSG00000119392	0.957314881380302
ENSG00000136448	0.9572250179726816
ENSG00000072364	0.9571351545650612
ENSG00000185238	0.9570452911574406
ENSG00000156261	0.9569554277498202
ENSG00000211689	0.9568655643421998
ENSG00000179041	0.9567757009345794
ENSG00000163655	0.956685837526959
ENSG00000146535	0.9565959741193386
ENSG00000151623	0.9565061107117182
ENSG00000124839	0.9564162473040978
ENSG00000187045	0.9563263838964774
ENSG00000196924	0.956236520488857
ENSG00000147065	0.9561466570812365
ENSG00000198000	0.9560567936736161
ENSG00000132518	0.9559669302659957
ENSG00000188554	0.9558770668583753
ENSG00000092068	0.9557872034507549
ENSG00000100344	0.9556973400431344
ENSG00000170581	0.955607476635514
ENSG00000131188	0.9555176132278936
ENSG00000168032	0.9554277498202732
ENSG00000170175	0.9553378864126527
ENSG00000125084	0.9552480230050323
ENSG00000162384	0.9551581595974119
ENSG00000124766	0.9550682961897915
ENSG00000114021	0.9549784327821711
ENSG00000236637	0.9548885693745507
ENSG00000120337	0.9547987059669303
ENSG00000164532	0.9547088425593099
ENSG00000112237	0.9546189791516895
ENSG00000281917	0.9545291157440691
ENSG00000134453	0.9544392523364486
ENSG00000111331	0.9543493889288281
ENSG00000124782	0.9542595255212077
ENSG00000121039	0.9541696621135873
ENSG00000099800	0.9540797987059669
ENSG00000168263	0.9539899352983465
ENSG00000168959	0.9539000718907261
ENSG00000184897	0.9538102084831057
ENSG00000166997	0.9537203450754853
ENSG00000073754	0.9536304816678648
ENSG00000203747	0.9535406182602444
ENSG00000070831	0.953450754852624
ENSG00000151726	0.9533608914450036
ENSG00000149260	0.9532710280373832
ENSG00000148356	0.9531811646297628
ENSG00000213366	0.9530913012221424
ENSG00000178896	0.953001437814522
ENSG00000280477	0.9529115744069016
ENSG00000101444	0.9528217109992811
ENSG00000132424	0.9527318475916606
ENSG00000088766	0.9526419841840402
ENSG00000103381	0.9525521207764198
ENSG00000244067	0.9524622573687994
ENSG00000182793	0.952372393961179
ENSG00000134440	0.9522825305535586
ENSG00000276561	0.9521926671459382
ENSG00000102893	0.9521028037383178
ENSG00000136444	0.9520129403306974
ENSG00000105755	0.9519230769230769
ENSG00000117400	0.9518332135154565
ENSG00000092201	0.9517433501078361
ENSG00000076662	0.9516534867002157
ENSG00000176124	0.9515636232925953
ENSG00000143761	0.9514737598849748
ENSG00000100097	0.9513838964773544
ENSG00000107643	0.951294033069734
ENSG00000139190	0.9512041696621136
ENSG00000114573	0.9511143062544932
ENSG00000113575	0.9510244428468727
ENSG00000120697	0.9509345794392523
ENSG00000100031	0.9508447160316319
ENSG00000126709	0.9507548526240115
ENSG00000122406	0.9506649892163911
ENSG00000101695	0.9505751258087707
ENSG00000104497	0.9504852624011503
ENSG00000232126	0.9503953989935299
ENSG00000138496	0.9503055355859095
ENSG00000006377	0.950215672178289
ENSG00000041880	0.9501258087706685
ENSG00000099942	0.9500359453630481
ENSG00000142405	0.9499460819554277
ENSG00000088205	0.9498562185478073
ENSG00000187118	0.9497663551401869
ENSG00000129467	0.9496764917325665
ENSG00000126264	0.9495866283249461
ENSG00000143198	0.9494967649173257
ENSG00000166428	0.9494069015097053
ENSG00000166548	0.9493170381020848
ENSG00000136810	0.9492271746944644
ENSG00000071994	0.949137311286844
ENSG00000121053	0.9490474478792236
ENSG00000281978	0.9489575844716032
ENSG00000132950	0.9488677210639828
ENSG00000116747	0.9487778576563624
ENSG00000116032	0.948687994248742
ENSG00000165029	0.9485981308411215
ENSG00000135903	0.948508267433501
ENSG00000162437	0.9484184040258806
ENSG00000177300	0.9483285406182602
ENSG00000119630	0.9482386772106398
ENSG00000162066	0.9481488138030194
ENSG00000163888	0.948058950395399
ENSG00000203812	0.9479690869877786
ENSG00000100983	0.9478792235801582
ENSG00000075624	0.9477893601725378
ENSG00000117122	0.9476994967649173
ENSG00000205560	0.9476096333572969
ENSG00000133740	0.9475197699496765
ENSG00000175198	0.947429906542056
ENSG00000187608	0.9473400431344356
ENSG00000175505	0.9472501797268152
ENSG00000091536	0.9471603163191948
ENSG00000012174	0.9470704529115744
ENSG00000102471	0.946980589503954
ENSG00000243725	0.9468907260963336
ENSG00000139998	0.9468008626887131
ENSG00000188037	0.9467109992810927
ENSG00000144810	0.9466211358734723
ENSG00000006625	0.9465312724658519
ENSG00000152953	0.9464414090582315
ENSG00000119541	0.9463515456506111
ENSG00000136169	0.9462616822429907
ENSG00000055044	0.9461718188353703
ENSG00000099985	0.9460819554277499
ENSG00000167323	0.9459920920201293
ENSG00000164953	0.9459022286125089
ENSG00000185479	0.9458123652048885
ENSG00000277897	0.9457225017972681
ENSG00000169032	0.9456326383896477
ENSG00000110330	0.9455427749820273
ENSG00000135547	0.9454529115744069
ENSG00000173950	0.9453630481667865
ENSG00000064313	0.9452731847591661
ENSG00000128513	0.9451833213515457
ENSG00000163374	0.9450934579439252
ENSG00000109471	0.9450035945363048
ENSG00000137574	0.9449137311286844
ENSG00000124422	0.944823867721064
ENSG00000205097	0.9447340043134436
ENSG00000166710	0.9446441409058232
ENSG00000058091	0.9445542774982028
ENSG00000074695	0.9444644140905823
ENSG00000115073	0.9443745506829619
ENSG00000205808	0.9442846872753414
ENSG00000134954	0.944194823867721
ENSG00000134460	0.9441049604601006
ENSG00000188937	0.9440150970524802
ENSG00000148925	0.9439252336448598
ENSG00000152818	0.9438353702372394
ENSG00000139722	0.943745506829619
ENSG00000132664	0.9436556434219986
ENSG00000183091	0.9435657800143782
ENSG00000180535	0.9434759166067578
ENSG00000102452	0.9433860531991373
ENSG00000118762	0.9432961897915169
ENSG00000100029	0.9432063263838965
ENSG00000111052	0.943116462976276
ENSG00000168062	0.9430265995686556
ENSG00000186591	0.9429367361610352
ENSG00000174611	0.9428468727534148
ENSG00000141497	0.9427570093457944
ENSG00000106477	0.942667145938174
ENSG00000137714	0.9425772825305535
ENSG00000106683	0.9424874191229331
ENSG00000101144	0.9423975557153127
ENSG00000172955	0.9423076923076923
ENSG00000183753	0.9422178289000719
ENSG00000135596	0.9421279654924515
ENSG00000065675	0.9420381020848311
ENSG00000136518	0.9419482386772107
ENSG00000248871	0.9418583752695903
ENSG00000163531	0.9417685118619699
ENSG00000169862	0.9416786484543493
ENSG00000165819	0.9415887850467289
ENSG00000113615	0.9414989216391085
ENSG00000150867	0.9414090582314881
ENSG00000176986	0.9413191948238677
ENSG00000134201	0.9412293314162473
ENSG00000120211	0.9411394680086269
ENSG00000164778	0.9410496046010065
ENSG00000166441	0.9409597411933861
ENSG00000089006	0.9408698777857656
ENSG00000163171	0.9407800143781452
ENSG00000161642	0.9406901509705248
ENSG00000134508	0.9406002875629044
ENSG00000101255	0.940510424155284
ENSG00000118094	0.9404205607476636
ENSG00000171453	0.9403306973400432
ENSG00000204397	0.9402408339324227
ENSG00000213648	0.9401509705248023
ENSG00000167468	0.9400611071171819
ENSG00000096070	0.9399712437095614
ENSG00000122756	0.939881380301941
ENSG00000137504	0.9397915168943206
ENSG00000130368	0.9397016534867002
ENSG00000068400	0.9396117900790798
ENSG00000075914	0.9395219266714594
ENSG00000126767	0.939432063263839
ENSG00000141744	0.9393421998562186
ENSG00000032742	0.9392523364485982
ENSG00000137193	0.9391624730409777
ENSG00000160868	0.9390726096333573
ENSG00000159921	0.9389827462257369
ENSG00000116721	0.9388928828181164
ENSG00000177469	0.938803019410496
ENSG00000198517	0.9387131560028756
ENSG00000174444	0.9386232925952552
ENSG00000138442	0.9385334291876348
ENSG00000166482	0.9384435657800144
ENSG00000065923	0.938353702372394
ENSG00000113522	0.9382638389647735
ENSG00000164867	0.9381739755571531
ENSG00000163468	0.9380841121495327
ENSG00000163032	0.9379942487419123
ENSG00000132109	0.9379043853342919
ENSG00000130827	0.9378145219266715
ENSG00000101457	0.9377246585190511
ENSG00000160870	0.9376347951114307
ENSG00000100345	0.9375449317038103
ENSG00000115604	0.9374550682961897
ENSG00000182732	0.9373652048885693
ENSG00000185010	0.9372753414809489
ENSG00000009950	0.9371854780733285
ENSG00000162591	0.9370956146657081
ENSG00000144451	0.9370057512580877
ENSG00000198178	0.9369158878504673
ENSG00000213347	0.9368260244428469
ENSG00000135838	0.9367361610352265
ENSG00000007923	0.936646297627606
ENSG00000198431	0.9365564342199856
ENSG00000148834	0.9364665708123652
ENSG00000151640	0.9363767074047448
ENSG00000178685	0.9362868439971244
ENSG00000211652	0.936196980589504
ENSG00000111785	0.9361071171818836
ENSG00000170989	0.9360172537742631
ENSG00000155849	0.9359273903666427
ENSG00000095970	0.9358375269590223
ENSG00000127314	0.9357476635514018
ENSG00000162390	0.9356578001437814
ENSG00000115211	0.935567936736161
ENSG00000123104	0.9354780733285406
ENSG00000242366	0.9353882099209202
ENSG00000170579	0.9352983465132998
ENSG00000147596	0.9352084831056794
ENSG00000102753	0.935118619698059
ENSG00000166736	0.9350287562904386
ENSG00000133773	0.9349388928828181
ENSG00000122694	0.9348490294751977
ENSG00000008394	0.9347591660675773
ENSG00000170909	0.9346693026599568
ENSG00000135111	0.9345794392523364
ENSG00000179562	0.934489575844716
ENSG00000167748	0.9343997124370956
ENSG00000243646	0.9343098490294752
ENSG00000204381	0.9342199856218548
ENSG00000077063	0.9341301222142344
ENSG00000260027	0.9340402588066139
ENSG00000198258	0.9339503953989935
ENSG00000111701	0.9338605319913731
ENSG00000173757	0.9337706685837527
ENSG00000159217	0.9336808051761323
ENSG00000119048	0.9335909417685119
ENSG00000008323	0.9335010783608915
ENSG00000276618	0.9334112149532711
ENSG00000118939	0.9333213515456507
ENSG00000005243	0.9332314881380301
ENSG00000065526	0.9331416247304097
ENSG00000100078	0.9330517613227893
ENSG00000077721	0.9329618979151689
ENSG00000275637	0.9328720345075485
ENSG00000143318	0.9327821710999281
ENSG00000167779	0.9326923076923077
ENSG00000117143	0.9326024442846873
ENSG00000135392	0.9325125808770669
ENSG00000120690	0.9324227174694465
ENSG00000139329	0.932332854061826
ENSG00000101442	0.9322429906542056
ENSG00000167112	0.9321531272465852
ENSG00000152229	0.9320632638389648
ENSG00000121741	0.9319734004313444
ENSG00000100206	0.931883537023724
ENSG00000100142	0.9317936736161035
ENSG00000101204	0.9317038102084831
ENSG00000244474	0.9316139468008627
ENSG00000275190	0.9315240833932422
ENSG00000240224	0.9314342199856218
ENSG00000244122	0.9313443565780014
ENSG00000243135	0.931254493170381
ENSG00000241119	0.9311646297627606
ENSG00000171016	0.9310747663551402
ENSG00000176153	0.9309849029475198
ENSG00000147869	0.9308950395398994
ENSG00000079112	0.930805176132279
ENSG00000137710	0.9307153127246586
ENSG00000104972	0.9306254493170381
ENSG00000124334	0.9305355859094177
ENSG00000277656	0.9304457225017972
ENSG00000276582	0.9303558590941768
ENSG00000174564	0.9302659956865564
ENSG00000100591	0.930176132278936
ENSG00000154319	0.9300862688713156
ENSG00000106635	0.9299964054636952
ENSG00000173610	0.9299065420560748
